ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,resistCorrectId_poison,nameId,turnVellocity,hitHeight,hitRadius,weight,hitYOffset,hp,mp,getSoul,itemLotId_enemy,itemLotId_map,maxAnkleRollAngle,chrHitGroupAndNavimesh,faceIconId,deactivateDist,chrActivateConditionParamId,footIkErrorHeightLimit,humanityLotId,spEffectID0,spEffectID1,spEffectID2,spEffectID3,spEffectID4,spEffectID5,spEffectID6,spEffectID7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animIdOffset,lockGazePoint0,lockGazePoint1,lockGazePoint2,lockGazePoint3,lockGazePoint4,lockGazePoint5,networkWarpDist,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset2,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,superArmorRecoverCorrection,superArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVel,def_phys,def_slash,def_blow,def_thrust,def_mag,def_fire,def_thunder,defFlickPower,resist_poison,resist_desease,resist_blood,resist_curse,ghostModelId,normalChangeResouceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,lockGazePoint6,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDump,staminaGuardDef,resist_sleep,resist_madness,sleepGuardResist,madnessGuardResist,lockGazePoint7,mpRecoverBaseVel,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,materialSe_Weak1,materialSfx_Weak1,partsDamageType,vowType,guardLevel,burnSfxType,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefence,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,useRagdollCamHit,disableClothRigidHit,useUndulationAddAnimFB,isWeakA,isGhost,isNoDamageMotion,isUnduration,isChangeWanderGhost,modelDispMask0,modelDispMask1,modelDispMask2,modelDispMask3,modelDispMask4,modelDispMask5,modelDispMask6,modelDispMask7,modelDispMask8,modelDispMask9,modelDispMask10,modelDispMask11,modelDispMask12,modelDispMask13,modelDispMask14,modelDispMask15,isEnableNeckTurn,disableRespawn,isMoveAnimWait,isCrowd,isWeakB,isWeakC,isWeakD,doesAlwaysUseSpecialTurn,isRideAtkTarget,isEnableStepDispInterpolate,isStealthTarget,disableInitializeDead,isHitRumble,isSmoothTurn,isWeakE,isWeakF,modelDispMask16,modelDispMask17,modelDispMask18,modelDispMask19,modelDispMask20,modelDispMask21,modelDispMask22,modelDispMask23,modelDispMask24,modelDispMask25,modelDispMask26,modelDispMask27,modelDispMask28,modelDispMask29,modelDispMask30,modelDispMask31,itemSearchRadius,chrHitHeight,chrHitRadius,specialTurnType,isSoulGetByBoss,isBulletOwner_byObject,isUseLowHitFootIk,isCalculatePvPDamage,isHostSyncChr,isSkipWeakDamageAnim,isKeepHitOnRide,isSpCollide,def_dark,threatLv,specialTurnDistanceThreshold,autoFootEffectSfxId,materialSe1,materialSfx1,materialSe_Weak2,materialSfx_Weak2,materialSe2,materialSfx2,spEffectID8,spEffectID9,spEffectID10,spEffectID11,spEffectID12,spEffectID13,spEffectID14,spEffectID15,autoFootEffectDecalBaseId1,toughness,toughnessRecoverCorrection,neutralDamageCutRate,slashDamageCutRate,blowDamageCutRate,thrustDamageCutRate,magicDamageCutRate,fireDamageCutRate,thunderDamageCutRate,darkDamageCutRate,darkGuardCutRate,clothUpdateOffset,npcPlayerWeightType,normalChangeModelId,normalChangeAnimChrId,paintRenderTargetSize,resistCorrectId_disease,phantomShaderId,multiPlayCorrectionParamId,maxAnklePitchAngle,resist_freeze,freezeGuardResist,hpBurnDamageRate,lockCameraParamId,spEffectID16,spEffectID17,spEffectID18,spEffectID19,spEffectID20,spEffectID21,spEffectID22,spEffectID23,spEffectID24,spEffectID25,spEffectID26,spEffectID27,spEffectID28,spEffectID29,spEffectID30,spEffectID31,disableLockOnAng,clothOffLodLevel,isUseFootIKNormalByUnduration,attachHitInitializeDead,excludeGroupRewardCheck,enableAILockDmyPoly_212,enableAILockDmyPoly_213,enableAILockDmyPoly_214,disableActivateOpen_xb1,disableActivateLegacy_xb1,estusFlaskRecoveryParamId,roleNameId,estusFlaskLotPoint,hpEstusFlaskLotPoint,mpEstusFlaskLotPoint,estusFlaskRecovery_failedLotPointAdd,hpEstusFlaskRecovery_failedLotPointAdd,mpEstusFlaskRecovery_failedLotPointAdd,WanderGhostPhantomId,hearingHeadSize,SoundBankId,forwardUndulationLimit,sideUndulationLimit,deactiveMoveSpeed,deactiveMoveDist,enableSoundObjDist,undulationCorrectGain,autoFootEffectDecalBaseId2,autoFootEffectDecalBaseId3,RetargetReferenceChrId,SfxResBankId,updateActivatePriolity,chrNavimeshFlag_Alive,chrNavimeshFlag_Dead,isConsideredUndead,wheelRotType,wheelRotRadius,retargetMoveRate,ladderWarpOffset,loadAssetId,overlapCameraDmypolyId,residentMaterialExParamId00,residentMaterialExParamId01,residentMaterialExParamId02,residentMaterialExParamId03,residentMaterialExParamId04,sleepCollectorItemLotId_enemy,sleepCollectorItemLotId_map,footIkErrorOnGain,footIkErrorOffGain,SoundAddBankId,materialVariationValue,materialVariationValue_Weak,superArmorDurability,saRecoveryRate,saGuardCutRate,resistCorrectId_blood,resistCorrectId_curse,resistCorrectId_freeze,resistCorrectId_sleep,resistCorrectId_madness,chrDeadTutorialFlagId,stepDispInterpolateTime,stepDispInterpolateTriggerValue,lockScoreOffset,dlcGameClearSpEffectID,pad12,
44400000,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,0,-1,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400010,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,13,444010000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7010,0,0,0,0,7410,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,-1,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400012,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,0,444012000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7020,0,0,0,0,7420,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400020,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,29,444020000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7060,0,0,0,0,7460,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400032,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,0,444032000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7090,0,0,0,0,7490,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400033,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,101,444033000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7090,0,0,0,0,7490,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400040,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,0,444040000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7070,0,0,0,0,7470,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
44400050,Land Squirt,0,0,[0|0|0],44400,1001,0,15,2,0.8,100,0,366,0,215,444050000,-1,-1,0,0,-1,0,0.8,-1,5400,0,15100,7120,0,0,0,0,7520,0,0,0,0,0,-1,-1,-1,-1,-1,-1,16,3000,3001,3002,3003,3004,3005,3006,3007,6003,6002,6003,6002,0,1,1,1,1,1,1,1,1,1.5,-0.53846157,0,50,21,100,0,0,0,100,100,100,0,84,84,112,999,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,999,999,0,0,-1,10,0,11,0,0,6,1,40,146,146,1,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,0,0,100,1,999,3,145,145,139,139,139,139,0,90030,0,90300,90060,90100,0,5261,-1,0,0.4,1.1,1.1,1,1,1.2,1.2,1.2,1.2,0,0,0,-1,-1,128,2001,-1,100,10,84,0,100,-1,-1,5800,15111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,30,30,0,180,50,0.1,-1,-1,-1,-1,2.5,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,30,0.29,100,3002,-1,5001,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
50000000,Commander Gaius,0,0,[0|0|0],50000,1003,0,60,3.9,1.1,100,0,2765,0,0,500000000,-1,10,3,0,-1,0,0.9,-1,5400,5360,0,0,0,0,0,0,-1,0,0,0,0,0,500,-1,-1,-1,-1,-1,230,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,6001,6000,0,1,1,1,1,1,1,1,1,1.5,0.2308,0,50,21,100,0,0,0,100,100,100,0,154,154,252,999,-1,-1,0,0,0,0,-1,-1,1,0,0,0,0,999,999,0,0,-1,10,0,13,0,0,7,12,40,110,110,0,0,4,0,0,0,0,0,0,0,2,0,2,17,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1.1,1,0,0,0,0,0,0,0,0,100,1,0,2,106,109,139,106,139,106,0,90030,0,5851,90060,90100,0,-1,-1,0,0,0.8,0.6,0.8,0.8,0.8,1,1,1.2,0,0,0,-1,-1,512,2003,-1,10000200,30,252,0,50,5000,10010014,5843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,40,0,0,180,100,0.1,-1,-1,-1,-1,1.8,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,100,0.29,100,3004,-1,5004,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
50000001,Commander Gaius,0,0,[0|0|0],50000,1003,0,60,3.9,1.1,100,0,2765,0,0,500000000,-1,10,3,0,-1,0,0.9,-1,5400,5360,0,7200,0,0,0,0,-1,0,0,0,0,0,500,-1,-1,-1,-1,-1,230,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,6001,6000,0,1,1,1,1,1,1,1,1,1.5,0.2308,0,50,21,100,0,0,0,100,100,100,0,154,154,252,999,-1,-1,0,0,0,0,-1,-1,1,0,0,0,0,999,999,0,0,-1,10,0,13,0,0,7,12,40,110,110,0,0,4,0,0,0,0,0,0,0,2,0,2,17,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,1.1,1,0,0,0,0,0,0,0,0,100,1,0,2,106,109,139,106,139,106,0,90030,0,5851,90060,90100,0,-1,-1,0,0,0.8,0.6,0.8,0.8,0.8,1,1,1.2,0,0,0,-1,-1,512,2003,-1,10000200,30,252,0,50,5000,10010014,5843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,40,0,0,180,100,0.1,-1,-1,-1,-1,1.8,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1,0.4,-1,0,0,100,0.29,100,3004,-1,5004,-1,-1,0,0.5,0.6,0,-1,[0|0|0|0]
