ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,unknown_0x17c_5,isArrow,isWeaponCatalyst,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,restrictSpecialSwordArt,pad,
2530000,Carian Sorcery Sword,0,0,[0|0|0],500,1407000,0,2.5,0,500,190,500,10,39,39,0,34,48,24,24,-1,-1,-1,5025300,20018694,-1,0,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,1,1,1,1,15,15,4,270,12213,0,0,1,10,73,73,0,0,29,60,0,19,0,-1,-1,10,-1,7,0,2,27,2,0,100,0,10,293,0,10,10,19,16,0,99,0,0,10,40,0,1,0,0,0,9,9,9,9,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.014,0,0,0,1,1,0,0,1,4,0,0,1,1,24,0,0,6,50,2,9,9,6,0,9,0,5590,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.985,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,1300,310,6,6,2,0,60,-1,-1,-1,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,2530000,1,1,0,0,3,0,1,1,0,[0|0|0|0|0|0|0]
3150000,Marais Executioner's Sword,1,0,[0|0|0],315,1212000,0,11.5,0,850,660,1000,63,7,0,0,68,49,36,36,-1,-1,-1,-1,-1,-1,2200,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5.5,625,10095,0,0,1,10,94,61,0,0,69,60,0,46,2200,2,-1,0,-1,7,0,1,25,2,0,100,7,10,130,2,12,24,14,0,0,99,0,0,10,70,0,1,0,0,0,22,22,22,22,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,1,7,7,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,25,0.059,1,0,0,1,1,0,0,0,4,0,0,1,1,36,0,0,6,30,2,22,22,6,23,22,0,1012,30,0,0,1,5,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.06,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,6600,310,6,6,3,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
9040000,Rivers of Blood,1,0,[0|0|0],906,1805000,0,6.5,0,300,360,500,10,50,0,0,36,26,52,26,6401,-1,-1,-1,-1,-1,2200,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,9040000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,554,10324,0,0,1,10,76,0,76,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,29,2,0,100,7,11,0,0,10,12,18,0,0,99,0,0,10,40,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,421000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,0,0,0,4,0,1,1,26,0,0,6,90,2,15,15,6,20,15,0,1177,33,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10100,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,3,0,1,1,0,[0|0|0|0|0|0|0]
9060000,Moonveil,1,0,[0|0|0],905,1804000,0,6.5,0,300,360,500,12,50,60,0,31,57,26,26,6401,-1,-1,-1,-1,-1,2200,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,9060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,556,10326,0,0,1,10,73,87,0,0,45,60,0,31,2200,-1,-1,0,-1,7,0,3,29,2,0,100,0,10,0,0,10,12,18,23,0,99,0,0,10,40,0,1,0,0,0,15,15,15,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,5,5,401000,300,-1,635020,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,29,0.015,0,0,0,1,1,0,0,0,4,0,0,1,1,26,0,0,6,90,2,15,15,6,0,15,0,1178,0,0,0,0,13,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.07,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,3600,310,6,6,2,0,60,6501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
10500000,Euporia,0,0,[0|0|0],1010,1906000,0,8.5,0,800,720,1000,25,25,0,50,32,26,26,26,-1,-1,-1,19870,19871,-1,2200,10500000,10500000,10500000,10500000,10500000,10500000,10500000,10500000,10500000,10500000,10500000,-1,-1,-1,-1,-1,1,1,1,1,15,15,5,1111,12224,0,0,1,10,84,0,0,0,48,60,0,32,2200,-1,-1,0,-1,7,0,1,24,2,0,100,0,13,0,3,13,16,16,0,24,99,0,0,10,40,0,1,0,0,0,16,16,16,16,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,2,2,9,9,401000,300,301,401000,310,311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,24,0.015,0,0,0,1,1,0,0,0,0,0,0,1,1,59,100,0,6,100,2,16,16,6,0,16,0,5270,0,0,0,0,14,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.045,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,0,4300,310,6,6,3,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11040000,Warpick,1,0,[0|0|0],1100,2206000,0,2.5,0,800,210,100,41,41,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,108,0,0,0,53,60,0,27,0,-1,-1,0,-1,7,0,5,33,2,0,150,0,0,0,0,10,11,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,33,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11040100,Heavy Warpick,1,0,[0|0|0],1100,2206001,0,2.5,0,800,210,100,47,0,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,103,0,0,0,53,60,0,27,100,-1,-1,0,-1,7,0,5,33,2,0,150,1,0,0,0,10,11,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11040200,Keen Warpick,1,0,[0|0|0],1100,2206002,0,2.5,0,800,210,100,16,45,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,103,0,0,0,53,60,0,27,200,-1,-1,0,-1,7,0,5,33,2,0,150,2,0,0,0,10,11,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11040300,Quality Warpick,1,0,[0|0|0],1100,2206003,0,2.5,0,800,210,100,54,54,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,103,0,0,0,53,60,0,27,300,-1,-1,0,-1,7,0,5,33,2,0,150,8,0,0,0,10,11,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.052,0,0,0,1,1,0,0,0,0,0,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10000,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
11040400,Fire Warpick,1,0,[0|0|0],1100,2206005,0,2.5,0,800,210,100,34,8,0,0,40,27,27,27,-1,-1,-1,-1,-1,-1,0,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,1,1,15,15,6.5,809,10403,0,0,1,10,103,0,103,0,53,60,0,27,400,-1,-1,0,-1,7,0,5,33,2,0,150,0,11,0,0,10,11,9,0,0,99,0,0,10,70,0,1,0,0,0,13,13,13,13,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,8,8,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,23,0.052,0,0,0,1,1,0,0,0,0,4,0,1,1,27,0,0,6,130,1,13,13,6,0,13,0,503,0,0,0,0,21,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,0.9,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,10005,0,1,1,0,0,0,0,1,0,0,0,6,2100,310,6,6,1,2,60,-1,-1,-1,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,11040000,1,1,0,0,0,0,1,1,0,[0|0|0|0|0|0|0]
